Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallRayBrain,2.214,6293.146,2.409,10389,-4.387
RollerBallRayBrain,2.215,6298.374,2.804,10686,-4.385
RollerBallRayBrain,2.213,6302.914,2.147,10286,-4.384
RollerBallRayBrain,2.240,6307.733,2.407,10278,-4.383
RollerBallRayBrain,2.210,6312.832,2.679,10243,-4.381
RollerBallRayBrain,2.214,6317.658,2.416,10260,-4.380
RollerBallRayBrain,2.252,6322.267,2.203,10313,-4.380
RollerBallRayBrain,2.240,6327.228,2.523,10337,-4.378
RollerBallRayBrain,2.212,6332.032,2.424,10310,-4.376
RollerBallRayBrain,2.234,6337.051,2.590,10266,-4.374
RollerBallRayBrain,2.229,6342.014,2.538,10285,-4.372
RollerBallRayBrain,2.211,6346.836,2.431,10269,-4.371
RollerBallRayBrain,2.246,6351.877,2.614,10319,-4.369
RollerBallRayBrain,2.216,6356.856,2.579,10251,-4.366
RollerBallRayBrain,2.230,6361.751,2.474,10247,-4.364
RollerBallRayBrain,2.198,6366.534,2.402,10268,-4.362
RollerBallRayBrain,2.194,6371.468,2.551,10266,-4.360
RollerBallRayBrain,2.226,6376.626,2.725,10362,-4.358
RollerBallRayBrain,2.258,6381.772,2.667,10324,-4.357
RollerBallRayBrain,2.222,6386.460,2.292,10257,-4.356
RollerBallRayBrain,2.203,6391.237,2.392,10397,-4.354
RollerBallRayBrain,2.211,6396.130,2.488,10264,-4.353
RollerBallRayBrain,2.204,6401.015,2.501,10333,-4.352
RollerBallRayBrain,2.232,6405.720,2.294,10611,-4.351
RollerBallRayBrain,2.198,6410.520,2.408,10308,-4.349
RollerBallRayBrain,2.223,6415.435,2.514,10306,-4.348
RollerBallRayBrain,2.243,6420.513,2.645,10282,-4.346
RollerBallRayBrain,2.242,6425.418,2.470,10281,-4.345
RollerBallRayBrain,2.222,6430.160,2.347,10303,-4.343
RollerBallRayBrain,2.207,6434.945,2.402,10423,-4.342
RollerBallRayBrain,2.207,6439.898,2.554,10343,-4.340
RollerBallRayBrain,2.230,6445.302,2.936,10389,-4.339
RollerBallRayBrain,2.223,6449.459,1.801,10316,-4.338
RollerBallRayBrain,2.208,6454.387,2.523,10259,-4.336
RollerBallRayBrain,2.201,6459.214,2.435,10302,-4.334
RollerBallRayBrain,2.234,6464.188,2.547,10258,-4.333
RollerBallRayBrain,2.223,6468.902,2.294,10273,-4.331
RollerBallRayBrain,2.226,6473.899,2.587,10287,-4.330
RollerBallRayBrain,2.237,6478.673,2.358,10300,-4.328
RollerBallRayBrain,2.201,6483.494,2.432,10303,-4.326
RollerBallRayBrain,2.199,6488.460,2.566,10257,-4.324
RollerBallRayBrain,2.212,6493.244,2.383,10272,-4.322
RollerBallRayBrain,2.202,6498.157,2.522,10314,-4.320
RollerBallRayBrain,2.226,6503.181,2.595,10401,-4.319
RollerBallRayBrain,2.220,6507.801,2.226,10316,-4.318
RollerBallRayBrain,2.208,6512.836,2.630,10245,-4.316
RollerBallRayBrain,2.192,6517.395,2.197,10255,-4.316
RollerBallRayBrain,2.212,6522.429,2.624,10278,-4.315
RollerBallRayBrain,2.224,6527.034,2.215,10804,-4.314
RollerBallRayBrain,2.208,6532.017,2.571,10258,-4.312
RollerBallRayBrain,2.205,6537.031,2.611,10340,-4.310
RollerBallRayBrain,2.237,6541.598,2.156,10373,-4.309
RollerBallRayBrain,2.228,6546.722,2.693,10254,-4.307
RollerBallRayBrain,2.206,6551.446,2.325,10241,-4.307
RollerBallRayBrain,2.220,6556.541,2.663,10456,-4.305
RollerBallRayBrain,2.224,6561.032,2.112,10394,-4.304
RollerBallRayBrain,2.214,6565.905,2.477,10264,-4.303
RollerBallRayBrain,2.211,6570.881,2.587,10339,-4.301
RollerBallRayBrain,2.190,6575.451,2.204,10273,-4.301
RollerBallRayBrain,2.220,6580.490,2.606,10374,-4.299
RollerBallRayBrain,2.209,6585.278,2.391,10253,-4.298
RollerBallRayBrain,2.226,6590.096,2.397,10279,-4.297
RollerBallRayBrain,2.236,6594.831,2.321,10507,-4.296
RollerBallRayBrain,2.206,6599.874,2.654,10286,-4.294
RollerBallRayBrain,2.209,6604.590,2.306,10400,-4.294
RollerBallRayBrain,2.232,6609.549,2.544,10414,-4.293
RollerBallRayBrain,2.208,6614.310,2.375,10256,-4.292
RollerBallRayBrain,2.230,6619.242,2.505,10319,-4.291
RollerBallRayBrain,2.233,6623.871,2.245,10282,-4.290
RollerBallRayBrain,2.199,6628.685,2.440,10305,-4.289
RollerBallRayBrain,2.209,6633.232,2.173,10278,-4.288
RollerBallRayBrain,2.225,6638.316,2.661,10678,-4.286
RollerBallRayBrain,2.223,6643.135,2.422,10241,-4.285
RollerBallRayBrain,2.219,6647.814,2.289,10335,-4.283
RollerBallRayBrain,2.207,6652.974,2.741,10278,-4.281
RollerBallRayBrain,2.198,6657.650,2.297,10408,-4.280
RollerBallRayBrain,2.230,6662.669,2.592,10291,-4.279
RollerBallRayBrain,2.199,6667.673,2.606,10294,-4.278
RollerBallRayBrain,2.221,6672.290,2.232,10328,-4.277
RollerBallRayBrain,2.207,6677.068,2.400,10268,-4.276
RollerBallRayBrain,2.200,6681.853,2.397,10308,-4.274
RollerBallRayBrain,2.209,6686.720,2.473,10425,-4.273
RollerBallRayBrain,2.207,6691.557,2.438,10431,-4.272
RollerBallRayBrain,2.214,6696.532,2.590,10470,-4.270
RollerBallRayBrain,2.215,6701.338,2.404,10256,-4.269
RollerBallRayBrain,2.210,6706.154,2.405,10340,-4.268
RollerBallRayBrain,2.247,6711.066,2.458,10296,-4.267
RollerBallRayBrain,2.212,6715.938,2.464,10271,-4.265
RollerBallRayBrain,2.265,6720.827,2.429,10341,-4.264
RollerBallRayBrain,2.205,6725.489,2.279,10301,-4.263
RollerBallRayBrain,2.200,6730.422,2.531,10275,-4.261
RollerBallRayBrain,2.198,6735.287,2.469,10284,-4.260
RollerBallRayBrain,2.210,6740.165,2.488,10294,-4.258
RollerBallRayBrain,2.259,6745.075,2.459,10788,-4.256
RollerBallRayBrain,2.209,6750.190,2.684,10281,-4.255
RollerBallRayBrain,2.204,6754.877,2.308,10307,-4.254
RollerBallRayBrain,2.217,6759.605,2.348,10264,-4.252
RollerBallRayBrain,2.215,6764.510,2.487,10383,-4.250
RollerBallRayBrain,2.206,6769.700,2.758,10324,-4.249
RollerBallRayBrain,2.230,6774.448,2.321,10301,-4.248
RollerBallRayBrain,2.203,6779.268,2.301,10284,-4.247
RollerBallRayBrain,2.204,6783.835,2.209,10289,-4.246
RollerBallRayBrain,2.219,6788.837,2.600,10266,-4.245
RollerBallRayBrain,2.206,6793.773,2.536,10263,-4.243
RollerBallRayBrain,2.211,6798.285,2.145,10263,-4.243
RollerBallRayBrain,2.202,6803.518,2.806,10248,-4.241
RollerBallRayBrain,2.203,6808.070,2.171,10348,-4.240
RollerBallRayBrain,2.201,6812.944,2.493,10290,-4.238
RollerBallRayBrain,2.210,6817.938,2.573,10322,-4.236
RollerBallRayBrain,2.237,6823.030,2.642,10611,-4.235
RollerBallRayBrain,2.203,6827.758,2.346,10296,-4.234
RollerBallRayBrain,2.246,6832.507,2.342,10256,-4.232
RollerBallRayBrain,2.208,6837.347,2.441,10283,-4.231
RollerBallRayBrain,2.219,6842.186,2.429,10250,-4.229
RollerBallRayBrain,2.206,6846.923,2.356,10245,-4.228
RollerBallRayBrain,2.219,6851.983,2.641,10309,-4.226
RollerBallRayBrain,2.216,6856.677,2.298,10282,-4.225
RollerBallRayBrain,2.206,6861.592,2.517,10245,-4.223
RollerBallRayBrain,2.195,6866.801,2.789,10241,-4.223
RollerBallRayBrain,2.194,6871.303,2.147,10253,-4.222
RollerBallRayBrain,2.220,6875.956,2.260,10320,-4.221
RollerBallRayBrain,2.206,6880.857,2.504,10257,-4.219
RollerBallRayBrain,2.227,6885.870,2.587,10257,-4.218
RollerBallRayBrain,2.209,6890.459,2.206,10286,-4.218
RollerBallRayBrain,2.225,6895.216,2.351,10248,-4.217
RollerBallRayBrain,2.228,6900.013,2.390,10284,-4.215
RollerBallRayBrain,2.211,6905.092,2.656,10545,-4.214
RollerBallRayBrain,2.204,6910.171,2.672,10276,-4.212
RollerBallRayBrain,2.193,6914.828,2.305,10264,-4.211
RollerBallRayBrain,2.225,6919.586,2.347,10259,-4.211
RollerBallRayBrain,2.232,6924.251,2.259,10396,-4.209
RollerBallRayBrain,2.200,6929.164,2.519,10449,-4.208
RollerBallRayBrain,2.221,6934.316,2.706,10286,-4.207
RollerBallRayBrain,2.267,6939.017,2.263,10345,-4.206
RollerBallRayBrain,2.210,6943.783,2.363,10269,-4.205
RollerBallRayBrain,2.212,6948.844,2.647,10264,-4.204
RollerBallRayBrain,2.268,6953.350,2.067,10262,-4.203
RollerBallRayBrain,2.229,6958.384,2.617,10268,-4.202
RollerBallRayBrain,2.243,6963.394,2.577,10310,-4.200
RollerBallRayBrain,2.215,6968.147,2.348,10265,-4.199
RollerBallRayBrain,2.227,6972.978,2.425,10247,-4.197
RollerBallRayBrain,2.212,6978.087,2.693,10348,-4.195
RollerBallRayBrain,2.213,6982.650,2.183,10245,-4.194
RollerBallRayBrain,2.221,6987.498,2.451,10286,-4.193
RollerBallRayBrain,2.228,6992.432,2.521,10309,-4.192
RollerBallRayBrain,2.211,6997.225,2.425,10251,-4.190
RollerBallRayBrain,2.213,7002.154,2.515,10305,-4.189
RollerBallRayBrain,2.200,7006.802,2.279,10286,-4.188
RollerBallRayBrain,2.198,7012.013,2.794,10248,-4.186
RollerBallRayBrain,2.210,7016.769,2.367,10262,-4.184
RollerBallRayBrain,2.198,7021.257,2.129,10265,-4.184
RollerBallRayBrain,2.212,7026.263,2.590,10477,-4.182
RollerBallRayBrain,2.208,7031.228,2.560,10281,-4.181
RollerBallRayBrain,2.201,7036.058,2.459,10306,-4.179
RollerBallRayBrain,2.220,7040.816,2.354,10280,-4.178
RollerBallRayBrain,2.225,7045.853,2.616,10307,-4.176
RollerBallRayBrain,2.202,7050.581,2.343,10348,-4.175
RollerBallRayBrain,2.248,7055.446,2.407,10710,-4.174
RollerBallRayBrain,2.208,7060.442,2.595,10321,-4.172
RollerBallRayBrain,2.208,7065.285,2.454,10315,-4.171
RollerBallRayBrain,2.228,7070.216,2.526,10255,-4.170
RollerBallRayBrain,2.187,7074.866,2.301,10324,-4.169
RollerBallRayBrain,2.215,7079.686,2.416,10257,-4.167
RollerBallRayBrain,2.237,7084.610,2.504,10380,-4.167
RollerBallRayBrain,2.229,7089.478,2.463,10413,-4.165
RollerBallRayBrain,2.184,7094.201,2.352,10245,-4.164
RollerBallRayBrain,2.212,7099.070,2.484,10433,-4.162
RollerBallRayBrain,2.231,7104.069,2.550,10246,-4.161
RollerBallRayBrain,2.230,7108.899,2.418,10786,-4.160
RollerBallRayBrain,2.208,7113.890,2.578,10397,-4.159
RollerBallRayBrain,2.212,7118.547,2.273,10347,-4.158
RollerBallRayBrain,2.211,7123.755,2.782,10305,-4.157
RollerBallRayBrain,2.201,7127.983,1.895,10312,-4.157
RollerBallRayBrain,2.212,7133.032,2.631,10255,-4.155
RollerBallRayBrain,2.223,7137.766,2.332,10285,-4.154
RollerBallRayBrain,2.233,7142.749,2.550,10368,-4.153
RollerBallRayBrain,2.204,7147.663,2.514,10254,-4.151
RollerBallRayBrain,2.210,7152.288,2.243,10303,-4.150
RollerBallRayBrain,2.201,7157.170,2.492,10345,-4.148
RollerBallRayBrain,2.217,7162.041,2.461,10313,-4.147
RollerBallRayBrain,2.221,7166.950,2.510,10304,-4.146
RollerBallRayBrain,2.198,7171.579,2.257,10290,-4.145
RollerBallRayBrain,2.204,7176.503,2.535,10251,-4.143
RollerBallRayBrain,2.215,7181.330,2.429,10288,-4.142
RollerBallRayBrain,2.210,7186.347,2.605,10344,-4.140
RollerBallRayBrain,2.189,7191.211,2.484,10284,-4.139
RollerBallRayBrain,2.224,7196.233,2.596,10289,-4.137
RollerBallRayBrain,2.203,7200.887,2.264,10243,-4.137
RollerBallRayBrain,2.208,7205.867,2.574,10332,-4.135
RollerBallRayBrain,2.206,7210.652,2.407,10296,-4.134
RollerBallRayBrain,2.221,7215.525,2.449,10270,-4.133
RollerBallRayBrain,2.217,7220.112,2.215,10279,-4.132
RollerBallRayBrain,2.205,7225.092,2.577,10341,-4.131
RollerBallRayBrain,2.207,7229.964,2.471,10263,-4.129
RollerBallRayBrain,2.200,7234.870,2.497,10247,-4.128
RollerBallRayBrain,2.228,7239.727,2.440,10364,-4.127
RollerBallRayBrain,2.238,7244.532,2.390,10243,-4.126
RollerBallRayBrain,2.240,7249.463,2.501,10326,-4.125
RollerBallRayBrain,2.214,7254.173,2.322,10335,-4.124
RollerBallRayBrain,2.241,7259.027,2.428,10344,-4.123
RollerBallRayBrain,2.217,7263.838,2.399,10245,-4.122
RollerBallRayBrain,2.206,7268.464,2.252,10344,-4.121
RollerBallRayBrain,2.213,7273.487,2.615,10251,-4.119
RollerBallRayBrain,2.217,7278.324,2.426,10307,-4.118
RollerBallRayBrain,2.206,7283.116,2.403,10310,-4.117
RollerBallRayBrain,2.193,7288.167,2.655,10253,-4.116
RollerBallRayBrain,2.225,7292.819,2.270,10248,-4.115
RollerBallRayBrain,2.194,7297.387,2.193,10281,-4.114
RollerBallRayBrain,2.233,7302.373,2.555,10389,-4.113
RollerBallRayBrain,2.209,7307.104,2.334,10241,-4.112
RollerBallRayBrain,2.199,7312.060,2.585,10260,-4.110
RollerBallRayBrain,2.199,7317.014,2.560,10351,-4.109
RollerBallRayBrain,2.250,7321.851,2.396,10724,-4.109
RollerBallRayBrain,2.200,7326.549,2.315,10256,-4.108
RollerBallRayBrain,2.217,7331.227,2.297,10306,-4.107
RollerBallRayBrain,2.215,7336.256,2.612,10467,-4.106
RollerBallRayBrain,2.224,7341.234,2.550,10286,-4.104
RollerBallRayBrain,2.206,7346.316,2.679,10276,-4.103
RollerBallRayBrain,2.231,7350.820,2.109,10435,-4.103
RollerBallRayBrain,2.205,7355.788,2.561,10374,-4.102
RollerBallRayBrain,2.211,7360.566,2.378,10308,-4.101
RollerBallRayBrain,2.221,7365.122,2.182,10341,-4.100
RollerBallRayBrain,2.229,7370.145,2.582,10308,-4.099
RollerBallRayBrain,2.227,7375.117,2.563,10301,-4.098
RollerBallRayBrain,2.208,7379.682,2.189,10277,-4.097
RollerBallRayBrain,2.238,7384.648,2.546,10247,-4.096
RollerBallRayBrain,2.206,7389.695,2.632,10249,-4.094
RollerBallRayBrain,2.194,7394.433,2.355,10379,-4.093
RollerBallRayBrain,2.203,7399.249,2.435,10293,-4.092
RollerBallRayBrain,2.217,7404.355,2.590,10256,-4.091
RollerBallRayBrain,2.219,7408.932,2.192,10277,-4.090
RollerBallRayBrain,2.213,7413.771,2.437,10258,-4.089
RollerBallRayBrain,2.192,7418.571,2.417,10298,-4.088
RollerBallRayBrain,2.196,7423.343,2.393,10252,-4.087
RollerBallRayBrain,2.242,7428.233,2.466,10283,-4.086
RollerBallRayBrain,2.217,7433.109,2.470,10292,-4.084
RollerBallRayBrain,2.187,7437.979,2.477,10309,-4.083
RollerBallRayBrain,2.237,7442.954,2.536,10349,-4.082
RollerBallRayBrain,2.203,7448.033,2.683,10270,-4.081
RollerBallRayBrain,2.202,7452.524,2.128,10335,-4.080
RollerBallRayBrain,2.222,7457.476,2.541,10292,-4.079
RollerBallRayBrain,2.234,7462.147,2.269,10284,-4.078
RollerBallRayBrain,2.205,7467.089,2.535,10361,-4.077
RollerBallRayBrain,2.206,7471.845,2.388,10269,-4.076
RollerBallRayBrain,2.218,7476.649,2.403,10260,-4.074
RollerBallRayBrain,2.209,7481.706,2.651,10381,-4.073
RollerBallRayBrain,2.218,7486.516,2.407,10273,-4.072
RollerBallRayBrain,2.230,7491.437,2.477,10266,-4.071
RollerBallRayBrain,2.204,7495.980,2.172,10257,-4.070
RollerBallRayBrain,2.212,7501.100,2.711,10247,-4.069
RollerBallRayBrain,2.255,7505.747,2.212,10269,-4.068
RollerBallRayBrain,2.212,7510.643,2.485,10258,-4.068
RollerBallRayBrain,2.218,7515.305,2.275,10263,-4.067
RollerBallRayBrain,2.238,7520.191,2.445,10265,-4.065
RollerBallRayBrain,2.223,7525.208,2.591,10471,-4.064
RollerBallRayBrain,2.209,7530.584,2.938,10324,-4.063
RollerBallRayBrain,2.237,7534.624,1.684,10307,-4.064
RollerBallRayBrain,2.226,7539.470,2.422,10364,-4.062
RollerBallRayBrain,2.222,7544.566,2.660,10258,-4.061
RollerBallRayBrain,2.234,7549.561,2.575,10812,-4.059
RollerBallRayBrain,2.210,7554.422,2.468,10285,-4.058
RollerBallRayBrain,2.210,7559.226,2.412,10269,-4.057
RollerBallRayBrain,2.217,7564.147,2.507,10257,-4.056
RollerBallRayBrain,2.216,7568.760,2.228,10303,-4.055
RollerBallRayBrain,2.224,7573.812,2.639,10405,-4.054
RollerBallRayBrain,2.209,7578.424,2.241,10261,-4.053
RollerBallRayBrain,2.232,7583.273,2.422,10263,-4.052
RollerBallRayBrain,2.220,7588.334,2.637,10317,-4.051
RollerBallRayBrain,2.236,7593.234,2.474,10514,-4.050
RollerBallRayBrain,2.198,7597.873,2.282,10249,-4.049
RollerBallRayBrain,2.216,7602.679,2.399,10332,-4.048
RollerBallRayBrain,2.217,7607.639,2.545,10249,-4.047
RollerBallRayBrain,2.216,7612.534,2.492,10298,-4.046
RollerBallRayBrain,2.211,7617.375,2.444,10296,-4.045
RollerBallRayBrain,2.203,7622.266,2.494,10277,-4.043
RollerBallRayBrain,2.252,7627.277,2.564,10306,-4.042
RollerBallRayBrain,2.236,7632.114,2.407,10258,-4.041
RollerBallRayBrain,2.195,7636.903,2.413,10266,-4.040
RollerBallRayBrain,2.228,7641.868,2.554,10701,-4.039
RollerBallRayBrain,2.218,7646.615,2.361,10256,-4.039
RollerBallRayBrain,2.205,7651.247,2.265,10262,-4.038
RollerBallRayBrain,2.206,7656.178,2.524,10288,-4.036
RollerBallRayBrain,2.199,7661.219,2.634,10242,-4.034
RollerBallRayBrain,2.232,7666.083,2.447,10257,-4.033
RollerBallRayBrain,2.197,7670.999,2.529,10310,-4.032
RollerBallRayBrain,2.222,7675.695,2.299,10478,-4.032
RollerBallRayBrain,2.209,7680.548,2.443,10263,-4.030
RollerBallRayBrain,2.230,7685.552,2.588,10242,-4.029
RollerBallRayBrain,2.225,7690.359,2.398,10617,-4.029
RollerBallRayBrain,2.192,7695.060,2.319,10276,-4.028
RollerBallRayBrain,2.221,7699.944,2.472,10309,-4.026
RollerBallRayBrain,2.198,7704.987,2.648,10296,-4.025
RollerBallRayBrain,2.189,7709.947,2.569,10251,-4.024
RollerBallRayBrain,2.230,7714.633,2.279,10331,-4.023
RollerBallRayBrain,2.193,7719.544,2.522,10273,-4.022
RollerBallRayBrain,2.213,7724.280,2.354,10291,-4.021
RollerBallRayBrain,2.209,7729.239,2.564,10293,-4.020
RollerBallRayBrain,2.237,7734.512,2.829,10248,-4.018
RollerBallRayBrain,2.214,7739.242,2.344,10343,-4.018
RollerBallRayBrain,2.209,7743.942,2.316,10324,-4.017
RollerBallRayBrain,2.230,7748.863,2.504,10333,-4.016
RollerBallRayBrain,2.197,7753.839,2.598,10292,-4.015
RollerBallRayBrain,2.207,7758.815,2.563,10282,-4.014
RollerBallRayBrain,2.272,7763.689,2.428,10783,-4.014
RollerBallRayBrain,2.209,7768.662,2.572,10278,-4.013
RollerBallRayBrain,2.203,7773.355,2.322,10244,-4.012
RollerBallRayBrain,2.222,7778.218,2.471,10644,-4.011
RollerBallRayBrain,2.204,7783.174,2.552,10387,-4.010
RollerBallRayBrain,2.198,7788.208,2.643,10272,-4.009
RollerBallRayBrain,2.196,7793.130,2.535,10248,-4.008
RollerBallRayBrain,2.216,7797.914,2.382,10265,-4.007
RollerBallRayBrain,2.222,7802.661,2.370,10246,-4.006
RollerBallRayBrain,2.232,7807.492,2.414,10415,-4.005
RollerBallRayBrain,2.229,7812.647,2.714,10254,-4.004
RollerBallRayBrain,2.207,7817.222,2.210,10328,-4.003
RollerBallRayBrain,2.226,7822.273,2.639,10362,-4.002
RollerBallRayBrain,2.206,7827.237,2.559,10303,-4.000
RollerBallRayBrain,2.214,7832.160,2.515,10275,-3.999
RollerBallRayBrain,2.216,7836.931,2.370,10276,-3.999
RollerBallRayBrain,2.200,7841.915,2.575,10320,-3.998
RollerBallRayBrain,2.213,7846.507,2.237,10290,-3.997
RollerBallRayBrain,2.238,7851.484,2.546,10320,-3.996
RollerBallRayBrain,2.212,7856.401,2.515,10250,-3.995
RollerBallRayBrain,2.196,7861.432,2.631,10304,-3.993
RollerBallRayBrain,2.208,7866.302,2.485,10288,-3.992
RollerBallRayBrain,2.189,7871.036,2.371,10322,-3.991
RollerBallRayBrain,2.221,7875.906,2.472,10443,-3.990
RollerBallRayBrain,2.217,7881.183,2.836,10320,-3.989
RollerBallRayBrain,2.247,7885.929,2.325,10809,-3.989
RollerBallRayBrain,2.219,7890.700,2.359,10297,-3.988
RollerBallRayBrain,2.209,7895.594,2.496,10259,-3.987
RollerBallRayBrain,2.204,7900.439,2.469,10254,-3.986
RollerBallRayBrain,2.246,7905.438,2.564,10255,-3.985
RollerBallRayBrain,2.213,7910.272,2.434,10283,-3.983
RollerBallRayBrain,2.216,7915.295,2.608,10290,-3.983
RollerBallRayBrain,2.199,7919.965,2.292,10244,-3.981
RollerBallRayBrain,2.223,7924.931,2.574,10360,-3.980
RollerBallRayBrain,2.206,7929.843,2.511,10280,-3.979
RollerBallRayBrain,2.206,7934.756,2.523,10270,-3.978
RollerBallRayBrain,2.220,7939.731,2.570,10351,-3.977
RollerBallRayBrain,2.214,7944.485,2.357,10253,-3.976
RollerBallRayBrain,2.203,7949.517,2.629,10263,-3.975
RollerBallRayBrain,2.219,7954.464,2.541,10489,-3.973
RollerBallRayBrain,2.192,7959.230,2.392,10261,-3.972
RollerBallRayBrain,2.222,7964.254,2.607,10278,-3.971
RollerBallRayBrain,2.200,7969.167,2.518,10314,-3.970
RollerBallRayBrain,2.215,7973.802,2.249,10299,-3.969
RollerBallRayBrain,2.212,7978.860,2.662,10284,-3.968
RollerBallRayBrain,2.232,7983.690,2.408,10336,-3.967
RollerBallRayBrain,2.248,7989.043,2.901,11006,-3.965
RollerBallRayBrain,2.223,7993.718,2.287,10334,-3.964
RollerBallRayBrain,2.196,7998.615,2.490,10250,-3.963
RollerBallRayBrain,2.223,8003.638,2.615,10287,-3.962
RollerBallRayBrain,2.204,8008.548,2.511,10429,-3.961
RollerBallRayBrain,2.212,8013.505,2.581,10303,-3.959
RollerBallRayBrain,2.219,8018.400,2.502,10298,-3.958
RollerBallRayBrain,2.231,8023.230,2.409,10298,-3.957
RollerBallRayBrain,2.207,8028.318,2.674,10274,-3.956
RollerBallRayBrain,2.227,8033.267,2.428,10308,-3.955
RollerBallRayBrain,2.197,8038.242,2.591,10252,-3.953
RollerBallRayBrain,2.222,8043.169,2.526,10426,-3.953
RollerBallRayBrain,2.245,8047.933,2.341,10307,-3.952
RollerBallRayBrain,2.212,8052.766,2.439,10293,-3.951
RollerBallRayBrain,2.219,8057.848,2.681,10242,-3.950
RollerBallRayBrain,2.230,8062.790,2.537,10801,-3.948
RollerBallRayBrain,2.218,8067.887,2.690,10256,-3.947
RollerBallRayBrain,2.188,8072.733,2.488,10277,-3.946
RollerBallRayBrain,2.197,8077.889,2.759,10372,-3.945
RollerBallRayBrain,2.200,8082.637,2.376,10277,-3.944
RollerBallRayBrain,2.224,8087.399,2.355,10350,-3.943
RollerBallRayBrain,2.210,8092.414,2.616,10438,-3.942
RollerBallRayBrain,2.208,8097.135,2.329,10271,-3.941
RollerBallRayBrain,2.222,8102.180,2.627,10358,-3.940
RollerBallRayBrain,2.205,8107.084,2.516,10367,-3.939
RollerBallRayBrain,2.210,8111.719,2.249,10263,-3.938
RollerBallRayBrain,2.203,8116.718,2.590,10272,-3.937
RollerBallRayBrain,2.223,8121.726,2.571,10248,-3.935
RollerBallRayBrain,2.229,8126.729,2.584,10407,-3.934
RollerBallRayBrain,2.207,8131.541,2.414,10285,-3.933
RollerBallRayBrain,2.237,8136.502,2.549,10383,-3.932
RollerBallRayBrain,2.197,8141.432,2.537,10259,-3.930
RollerBallRayBrain,2.235,8146.297,2.451,10295,-3.929
RollerBallRayBrain,2.243,8151.399,2.656,10325,-3.928
RollerBallRayBrain,2.215,8156.349,2.552,10398,-3.927
RollerBallRayBrain,2.208,8161.254,2.501,10309,-3.926
RollerBallRayBrain,2.207,8166.291,2.644,10351,-3.925
RollerBallRayBrain,2.211,8170.984,2.315,10368,-3.924
RollerBallRayBrain,2.229,8175.946,2.543,10241,-3.923
RollerBallRayBrain,2.217,8180.947,2.590,10346,-3.921
RollerBallRayBrain,2.210,8185.847,2.506,10242,-3.920
RollerBallRayBrain,2.207,8190.690,2.437,10331,-3.919
RollerBallRayBrain,2.210,8195.616,2.525,10253,-3.918
RollerBallRayBrain,2.207,8200.657,2.635,10276,-3.917
RollerBallRayBrain,2.225,8205.416,2.349,10259,-3.916
RollerBallRayBrain,2.239,8210.387,2.558,10261,-3.915
RollerBallRayBrain,2.220,8215.150,2.359,10261,-3.914
RollerBallRayBrain,2.245,8220.314,2.733,10846,-3.913
RollerBallRayBrain,2.237,8225.169,2.421,10269,-3.912
RollerBallRayBrain,2.220,8230.378,2.766,10296,-3.911
RollerBallRayBrain,2.235,8235.123,2.323,10343,-3.910
RollerBallRayBrain,2.238,8240.008,2.467,10359,-3.909
RollerBallRayBrain,2.233,8244.954,2.526,10288,-3.908
RollerBallRayBrain,2.241,8249.865,2.484,10275,-3.907
RollerBallRayBrain,2.229,8254.787,2.522,10326,-3.906
RollerBallRayBrain,2.226,8259.618,2.428,10360,-3.905
RollerBallRayBrain,2.215,8264.600,2.582,10279,-3.904
RollerBallRayBrain,2.219,8269.779,2.748,10253,-3.903
RollerBallRayBrain,2.247,8274.723,2.512,10349,-3.901
RollerBallRayBrain,2.206,8279.598,2.480,10348,-3.901
RollerBallRayBrain,2.226,8284.293,2.301,10268,-3.900
RollerBallRayBrain,2.210,8289.241,2.564,10243,-3.899
RollerBallRayBrain,2.215,8294.004,2.369,10248,-3.898
RollerBallRayBrain,2.206,8298.816,2.425,10261,-3.897
RollerBallRayBrain,2.219,8303.899,2.678,10285,-3.896
RollerBallRayBrain,2.234,8308.865,2.551,10292,-3.895
RollerBallRayBrain,2.223,8313.698,2.418,10242,-3.894
RollerBallRayBrain,2.216,8318.525,2.435,10252,-3.893
RollerBallRayBrain,2.201,8323.469,2.550,10309,-3.893
RollerBallRayBrain,2.201,8328.295,2.449,10310,-3.892
RollerBallRayBrain,2.200,8333.125,2.452,10308,-3.891
RollerBallRayBrain,2.213,8338.097,2.555,10370,-3.890
RollerBallRayBrain,2.220,8342.997,2.502,10250,-3.889
RollerBallRayBrain,2.218,8347.859,2.468,10282,-3.888
RollerBallRayBrain,2.201,8352.937,2.672,10267,-3.888
RollerBallRayBrain,2.235,8357.742,2.380,10499,-3.887
RollerBallRayBrain,2.232,8362.489,2.336,10272,-3.886
RollerBallRayBrain,2.199,8367.302,2.418,10269,-3.885
RollerBallRayBrain,2.223,8372.336,2.621,10297,-3.884
RollerBallRayBrain,2.211,8377.118,2.373,10261,-3.883
RollerBallRayBrain,2.216,8382.101,2.575,10287,-3.882
RollerBallRayBrain,2.199,8386.990,2.492,10243,-3.881
RollerBallRayBrain,2.207,8391.897,2.500,10248,-3.880
RollerBallRayBrain,2.199,8396.591,2.320,10300,-3.880
RollerBallRayBrain,2.206,8401.567,2.572,10243,-3.879
RollerBallRayBrain,2.228,8406.374,2.413,10309,-3.878
RollerBallRayBrain,2.210,8411.276,2.508,10322,-3.877
